SIEMBRA,VERDE_ACTUAL,PRECIO_CHACRA,label,prediction
0.0,5.0,0.35,1.0,1.0
0.0,3.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,13.0,0.0,0.0,0.0
0.0,100.0,0.15,1.0,0.0
0.0,4.0,0.0,0.0,0.0
3.0,9.0,0.0,0.0,0.0
0.0,100.0,0.15,1.0,0.0
0.0,9.0,0.3,1.0,1.0
3.0,3.0,0.0,0.0,0.0
10.0,10.0,0.0,0.0,0.0
30.0,30.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,60.0,0.0,0.0,0.0
0.0,995.0,0.0,0.0,0.0
0.0,100.0,0.15,1.0,0.0
0.0,15.0,0.0,0.0,0.0
0.0,10.0,0.5,1.0,1.0
33.0,33.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,8.0,0.8,1.0,1.0
60.0,60.0,0.0,0.0,0.0
79.0,79.0,0.0,0.0,0.0
0.0,51.0,0.35,1.0,1.0
0.0,2.0,0.7,1.0,1.0
0.0,90.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
8.0,11.0,0.0,0.0,0.0
10.0,22.0,0.0,0.0,0.0
0.0,350.0,0.15,1.0,0.0
0.0,8.0,0.0,0.0,0.0
0.0,45.0,0.0,0.0,0.0
10.0,20.0,0.0,0.0,0.0
0.0,6.0,0.0,0.0,0.0
0.0,100.0,0.15,1.0,0.0
0.0,260.0,0.3,1.0,1.0
0.0,10.0,0.5,1.0,1.0
0.0,38.0,0.0,0.0,0.0
0.0,115.0,0.0,0.0,0.0
0.0,76.0,0.73,1.0,1.0
0.0,500.0,0.15,1.0,0.0
0.0,30.0,0.0,0.0,0.0
303.0,354.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
5.0,12.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,0.0
0.0,2.0,0.5,1.0,1.0
0.0,1.0,2.0,1.0,1.0
0.0,6.0,0.5,1.0,1.0
0.0,2.0,0.0,0.0,0.0
136.0,251.0,0.0,0.0,0.0
622.0,685.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,3.0,0.7,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,50.0,0.15,1.0,0.0
0.0,3.0,0.5,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,26.0,0.63,1.0,1.0
0.0,30.0,0.15,1.0,0.0
0.0,109.0,0.3,1.0,1.0
0.0,11.0,0.0,0.0,0.0
0.0,14.0,1.0,1.0,1.0
0.0,3.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,15.0,0.5,1.0,1.0
10.0,45.0,1.27,1.0,1.0
0.0,4.0,0.0,0.0,0.0
0.0,14.0,0.15,1.0,0.0
0.0,8.0,0.0,0.0,0.0
274.0,312.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
35.0,35.0,0.0,0.0,0.0
0.0,31.0,0.0,0.0,0.0
0.0,3.0,1.5,1.0,1.0
0.0,1.0,2.0,1.0,1.0
0.0,3.0,0.8,1.0,1.0
0.0,1.0,0.0,0.0,0.0
67.0,67.0,0.0,0.0,0.0
620.0,690.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0
4.0,9.0,0.0,0.0,0.0
3.0,6.0,0.0,0.0,0.0
0.0,40.0,0.15,1.0,0.0
0.0,10.0,0.5,1.0,1.0
0.0,30.0,0.0,0.0,0.0
15.0,356.0,0.5,1.0,1.0
0.0,22.0,0.15,1.0,0.0
0.0,5.0,0.3,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,33.0,0.0,0.0,0.0
0.0,133.0,0.0,0.0,0.0
2.0,2.0,0.0,0.0,0.0
0.0,149.0,0.0,0.0,0.0
0.0,70.0,0.5,1.0,1.0
0.0,3.0,0.6,1.0,1.0
0.0,9.0,0.0,0.0,0.0
0.0,3.0,7.0,1.0,1.0
0.0,949.0,0.54,1.0,1.0
25.0,25.0,0.0,0.0,0.0
0.0,5.0,2.0,1.0,1.0
0.0,2791.0,0.32,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,65.0,0.0,0.0,0.0
0.0,17.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,139.0,0.0,0.0,0.0
0.0,6.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,0.0
0.0,141.0,0.0,0.0,0.0
0.0,260.0,1.1,1.0,1.0
0.0,45.0,0.0,0.0,0.0
0.0,15.0,0.0,0.0,0.0
0.0,1004.0,0.0,0.0,0.0
15.0,34.0,1.0,1.0,1.0
50.0,50.0,0.0,0.0,0.0
0.0,230.0,0.0,0.0,0.0
0.0,13.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,15.0,0.7,1.0,1.0
0.0,6.0,0.0,0.0,0.0
0.0,2.0,7.0,1.0,1.0
0.0,14.0,0.0,0.0,0.0
0.0,5.0,1.5,1.0,1.0
0.0,23.0,0.32,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,15.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,723.0,1.1,1.0,1.0
0.0,11.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,50.0,0.0,0.0,0.0
0.0,465.0,0.0,0.0,0.0
0.0,348.0,0.0,0.0,0.0
0.0,23.0,0.0,0.0,0.0
0.0,218.0,0.2,1.0,1.0
0.0,45.0,0.0,0.0,0.0
0.0,15.0,0.0,0.0,0.0
0.0,2.0,1.5,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,65.0,1.0,1.0,1.0
1930.0,1930.0,0.0,0.0,0.0
0.0,30.0,0.0,0.0,0.0
0.0,4.0,0.5,1.0,1.0
0.0,30.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,0.0
0.0,2960.0,0.2,1.0,1.0
0.0,10.0,0.5,1.0,1.0
0.0,30.0,0.0,0.0,0.0
0.0,0.0,0.6,1.0,1.0
0.0,530.0,0.0,0.0,0.0
0.0,220.0,0.0,0.0,0.0
0.0,50.0,0.0,0.0,0.0
0.0,6.0,0.0,0.0,0.0
0.0,160.0,0.0,0.0,0.0
0.0,25.0,0.5,1.0,1.0
0.0,14.0,0.6,1.0,1.0
0.0,180.0,0.54,1.0,1.0
5.0,5.0,0.86,1.0,1.0
0.0,1.0,1.5,1.0,1.0
0.0,120.0,0.32,1.0,1.0
0.0,105.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,56.0,0.0,0.0,0.0
0.0,870.0,1.1,1.0,1.0
0.0,15.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0
0.0,37.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
252.0,252.0,0.0,0.0,0.0
0.0,80.0,0.0,0.0,0.0
0.0,20.0,0.5,1.0,1.0
0.0,3.0,0.0,0.0,0.0
0.0,1.0,7.5,1.0,1.0
0.0,25.0,1.0,1.0,1.0
0.0,3.0,1.5,1.0,1.0
0.0,39.0,0.32,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
30.0,230.0,1.1,1.0,1.0
0.0,4.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
40.0,55.0,0.0,0.0,0.0
10.0,10.0,0.0,0.0,0.0
0.0,35.0,6.5,1.0,1.0
0.0,15.0,0.5,1.0,1.0
0.0,4.0,0.0,0.0,0.0
0.0,1.0,7.0,1.0,1.0
0.0,188.0,0.54,1.0,1.0
20.0,20.0,0.0,0.0,0.0
0.0,5.0,1.5,1.0,1.0
0.0,224.0,0.32,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,0.0
0.0,182.0,1.1,1.0,1.0
0.0,26.0,0.0,0.0,0.0
0.0,18.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
150.0,150.0,0.0,0.0,0.0
0.0,430.0,6.5,1.0,1.0
0.0,20.0,0.5,1.0,1.0
0.0,10.0,0.6,1.0,1.0
0.0,4.0,0.0,0.0,0.0
0.0,3.0,7.0,1.0,1.0
0.0,80.0,0.54,1.0,1.0
0.0,168.0,0.36,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,12.0,0.0,0.0,0.0
0.0,45.0,0.0,0.0,0.0
0.0,78.0,1.1,1.0,1.0
0.0,14.0,0.0,0.0,0.0
0.0,40.0,0.0,0.0,0.0
0.0,37.0,0.4,1.0,1.0
0.0,11.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,12.0,0.0,0.0,0.0
75.0,75.0,0.8,1.0,1.0
100.0,100.0,0.0,0.0,0.0
0.0,12.0,0.0,0.0,0.0
0.0,710.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,302.0,0.2,1.0,1.0
0.0,25.0,0.0,0.0,0.0
0.0,124.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,62.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,66.0,0.2,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,3.0,1.5,1.0,1.0
0.0,3.0,0.0,0.0,0.0
0.0,6.0,0.0,0.0,0.0
0.0,11.0,1.0,1.0,1.0
495.0,495.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0
0.0,2.0,0.5,1.0,1.0
0.0,3.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,2860.0,0.2,1.0,1.0
0.0,2.0,0.5,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,500.0,0.2,1.0,1.0
0.0,78.0,0.0,0.0,0.0
0.0,12.0,2.5,1.0,1.0
0.0,21.0,0.0,0.0,0.0
10.0,10.0,0.0,0.0,0.0
50.0,50.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,600.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0
0.0,25.0,2.0,1.0,1.0
0.0,50.0,0.0,0.0,0.0
0.0,2.0,1.0,1.0,1.0
0.0,20.0,3.5,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
50.0,50.0,0.0,0.0,0.0
400.0,400.0,0.0,0.0,0.0
0.0,5.0,1.0,1.0,1.0
0.0,15.0,0.0,0.0,0.0
0.0,1.0,0.5,1.0,1.0
0.0,80.0,0.0,0.0,0.0
0.0,80.0,0.0,0.0,0.0
0.0,20.0,0.5,1.0,1.0
0.0,19.0,0.0,0.0,0.0
0.0,200.0,0.0,0.0,0.0
0.0,100.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,0.0
0.0,0.0,1.2,1.0,1.0
0.0,0.0,1.2,1.0,1.0
0.0,25.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0
0.0,4.0,1.5,1.0,1.0
0.0,23.0,0.78,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
9.0,9.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0
0.0,10.0,0.6,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,4.0,8.5,1.0,1.0
0.0,80.0,1.2,1.0,1.0
0.0,0.0,1.2,1.0,1.0
0.0,10.0,1.5,1.0,1.0
0.0,9.0,0.0,0.0,0.0
0.0,109.0,0.78,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.8,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0
0.0,403.0,0.0,0.0,0.0
0.0,0.0,1.2,1.0,1.0
0.0,15.0,0.6,1.0,1.0
0.0,4.0,0.5,1.0,1.0
0.0,40.0,0.0,0.0,0.0
0.0,328.0,0.78,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,0.0,1.2,1.0,1.0
0.0,4.0,0.0,0.0,0.0
0.0,10.0,0.8,1.0,1.0
0.0,6.0,0.0,0.0,0.0
0.0,54.0,0.78,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0
0.0,20.0,1.2,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,296.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0
0.0,25.0,0.0,0.0,0.0
0.0,122.0,0.0,0.0,0.0
60.0,60.0,1.2,1.0,1.0
0.0,1464.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,40.0,0.8,1.0,1.0
0.0,47.0,0.0,0.0,0.0
0.0,17.0,0.0,0.0,0.0
0.0,1.0,8.5,1.0,1.0
0.0,4025.0,0.5,1.0,1.0
0.0,10.0,1.2,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,457.0,0.8,1.0,1.0
0.0,114.0,1.5,1.0,1.0
0.0,283.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,29.0,0.0,0.0,0.0
0.0,36.0,0.0,0.0,0.0
0.0,49.0,0.0,0.0,0.0
0.0,25.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,1607.0,0.78,1.0,1.0
0.0,13.0,0.0,0.0,0.0
0.0,23.0,2.06,1.0,1.0
4.0,4.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,0.0
0.0,1314.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,0.0
120.0,120.0,1.2,1.0,1.0
0.0,20.0,0.5,1.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,50.0,0.0,0.0,0.0
0.0,28.0,0.5,1.0,1.0
0.0,4.0,0.8,1.0,1.0
0.0,30.0,0.0,0.0,0.0
0.0,396.0,0.78,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
50.0,50.0,1.2,1.0,1.0
0.0,25.0,0.8,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,3.0,7.0,1.0,1.0
0.0,1.0,0.5,1.0,1.0
0.0,15.0,0.0,0.0,0.0
0.0,2.0,0.8,1.0,1.0
0.0,30.0,1.24,1.0,1.0
0.0,43.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,5.0,2.0,1.0,1.0
0.0,15.0,0.0,0.0,0.0
0.0,2046.0,0.78,1.0,1.0
0.0,4.0,2.0,1.0,1.0
0.0,238.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,20.0,0.5,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,10.0,1.2,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,2.0,0.8,1.0,1.0
0.0,258.0,0.0,0.0,0.0
0.0,168.0,0.78,1.0,1.0
0.0,25.0,0.0,0.0,0.0
0.0,15.0,0.0,0.0,0.0
45.0,45.0,1.2,1.0,1.0
0.0,20.0,0.8,1.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,1.0,8.5,1.0,1.0
0.0,22.0,0.5,1.0,1.0
0.0,0.0,1.2,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,0.0
0.0,30.0,0.0,0.0,0.0
0.0,17.0,0.0,0.0,0.0
0.0,2214.0,0.78,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,15.0,0.8,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,1.0,8.5,1.0,1.0
0.0,5.0,0.5,1.0,1.0
0.0,0.0,1.2,1.0,1.0
0.0,0.0,1.2,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,1.0,0.8,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,984.0,0.78,1.0,1.0
0.0,12.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,38.0,1.24,1.0,1.0
0.0,0.0,2.5,1.0,1.0
0.0,0.0,0.38,1.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.7,1.0,1.0
0.0,0.0,0.5,1.0,1.0
0.0,5.0,0.0,0.0,0.0
0.0,49.0,1.24,1.0,1.0
0.0,3.0,0.0,0.0,0.0
0.0,0.0,2.5,1.0,1.0
0.0,18.0,0.0,0.0,0.0
0.0,35.0,0.38,1.0,1.0
0.0,1.0,0.8,1.0,1.0
0.0,2.0,0.6,1.0,1.0
0.0,0.0,0.8,1.0,1.0
0.0,2.0,3.0,1.0,1.0
0.0,6.0,0.75,1.0,1.0
0.0,98.0,0.0,0.0,0.0
0.0,138.0,1.2,1.0,1.0
0.0,15.0,2.5,1.0,1.0
0.0,1.0,0.7,1.0,1.0
0.0,30.0,0.98,1.0,1.0
0.0,3.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,44.0,0.5,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,15.0,1.24,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,21.0,0.9,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,1.0,1.2,1.0,1.0
0.0,0.0,0.5,1.0,1.0
0.0,42.0,1.27,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,0.0,2.5,1.0,1.0
0.0,53.0,0.38,1.0,1.0
0.0,0.0,0.6,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,1.0,0.35,1.0,1.0
0.0,0.0,0.5,1.0,1.0
0.0,0.0,0.8,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,6.0,0.0,0.0,0.0
0.0,41.0,1.24,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,12.0,0.0,0.0,0.0
0.0,5.0,0.7,1.0,1.0
0.0,0.0,0.9,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,3.0,0.35,1.0,1.0
0.0,20.0,0.8,1.0,1.0
0.0,0.0,0.8,1.0,1.0
0.0,0.0,7.9,1.0,1.0
0.0,6.0,0.78,1.0,1.0
70.0,70.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,30.0,0.5,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,87.0,0.0,0.0,0.0
0.0,203.0,0.0,0.0,0.0
0.0,1.0,8.5,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0
0.0,703.0,0.8,1.0,1.0
2.0,2.0,0.0,0.0,0.0
40.0,856.0,1.8,1.0,1.0
0.0,172.0,1.4,1.0,1.0
0.0,50.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,0.0
0.0,125.0,0.0,0.0,0.0
0.0,0.0,7.9,1.0,1.0
0.0,14.0,0.35,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,348.0,1.5,1.0,1.0
1.0,4.0,0.0,0.0,0.0
0.0,16.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,560.0,0.0,0.0,0.0
0.0,0.0,7.9,1.0,1.0
0.0,26.0,0.78,1.0,1.0
0.0,7.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,45.0,0.5,1.0,1.0
0.0,12.0,0.0,0.0,0.0
0.0,2.0,8.5,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,12.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,15.0,0.0,0.0,0.0
0.0,144.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0
0.0,0.0,7.9,1.0,1.0
0.0,68.0,0.35,1.0,1.0
0.0,256.0,1.51,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,3389.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,10.0,0.78,1.0,1.0
0.0,271.0,0.0,0.0,0.0
1561.0,1561.0,1.24,1.0,1.0
0.0,25.0,0.5,1.0,1.0
0.0,3.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,0.0
58.0,159.0,0.0,0.0,0.0
0.0,2.0,8.5,1.0,1.0
0.0,10.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.8,1.0,1.0
70.0,70.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,0.0,7.9,1.0,1.0
0.0,19.0,0.35,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,9.0,1.2,1.0,1.0
0.0,24.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,2.0,1.0,1.0,1.0
745.0,1065.0,1.24,1.0,1.0
0.0,1.0,0.0,0.0,0.0
135.0,152.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,0.0
0.0,34.0,0.7,1.0,1.0
90.0,90.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0
0.0,8.0,1.5,1.0,1.0
0.0,15.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,0.0,7.9,1.0,1.0
0.0,4.0,0.35,1.0,1.0
0.0,9.0,1.2,1.0,1.0
0.0,13.0,0.0,0.0,0.0
5.0,5.0,0.0,0.0,0.0
0.0,9.0,0.0,0.0,0.0
0.0,146.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,0.0
467.0,626.0,1.24,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
17.0,17.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0
0.0,3.0,0.7,1.0,1.0
51.0,51.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,6.0,0.0,0.0,0.0
0.0,56.0,0.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0
2559.0,2559.0,1.24,1.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.6,1.0,1.0
0.0,1.0,0.0,0.0,0.0
25.0,25.0,0.0,0.0,0.0
0.0,15.0,0.0,0.0,0.0
0.0,3.0,0.7,1.0,1.0
0.0,11.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,2.0,0.35,1.0,1.0
0.0,65.0,1.2,1.0,1.0
1.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
4.0,4.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,1.0,0.8,1.0,1.0
1531.0,1531.0,1.24,1.0,1.0
0.0,0.0,0.8,1.0,1.0
0.0,10.0,0.5,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,67.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
20.0,20.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,2.0,0.35,1.0,1.0
0.0,8.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,9.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
2900.0,2900.0,0.0,0.0,0.0
0.0,109.0,0.0,0.0,0.0
0.0,30.0,0.5,1.0,1.0
0.0,141.0,0.6,1.0,1.0
0.0,4.0,2.5,1.0,1.0
0.0,792.0,0.4,1.0,1.0
0.0,742.0,1.4,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0
0.0,308.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,12.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,0.0
0.0,38.0,0.7,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,11.0,0.0,0.0,0.0
0.0,71.0,0.0,0.0,0.0
0.0,9.0,1.73,1.0,1.0
0.0,28.0,0.0,0.0,0.0
2350.0,2350.0,0.0,0.0,0.0
0.0,200.0,0.0,0.0,0.0
0.0,67.0,0.5,1.0,1.0
0.0,62.0,0.0,0.0,0.0
360.0,10098.0,0.6,1.0,1.0
0.0,10.0,2.5,1.0,1.0
0.0,14440.0,0.4,1.0,1.0
0.0,100.0,1.4,1.0,1.0
0.0,2.0,0.0,0.0,0.0
0.0,45.0,0.0,0.0,0.0
0.0,300.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0
0.0,65.0,0.0,0.0,0.0
0.0,25.0,1.6,1.0,1.0
0.0,137.0,0.0,0.0,0.0
0.0,246.0,0.7,1.0,1.0
0.0,81.0,0.0,0.0,0.0
0.0,15.0,0.0,0.0,0.0
0.0,579.0,0.0,0.0,0.0
0.0,14.0,1.73,1.0,1.0
0.0,17.0,0.0,0.0,0.0
10.0,322.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,0.0
0.0,511.0,0.2,1.0,1.0
0.0,130.0,0.0,0.0,0.0
150.0,397.0,0.0,0.0,0.0
0.0,30.0,0.0,0.0,0.0
0.0,11.0,0.0,0.0,0.0
0.0,3.0,1.5,1.0,1.0
0.0,16.0,0.5,1.0,1.0
0.0,13.0,1.0,1.0,1.0
450.0,735.0,0.0,0.0,0.0
152.0,846.0,0.0,0.0,0.0
0.0,9.0,0.5,1.0,1.0
200.0,200.0,0.0,0.0,0.0
0.0,20.0,0.5,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0
0.0,12.0,0.0,0.0,0.0
0.0,103.0,0.1,1.0,0.0
0.0,15.0,0.5,1.0,1.0
0.0,7.0,1.8,1.0,1.0
0.0,23.0,0.0,0.0,0.0
0.0,373.0,0.1,1.0,0.0
0.0,198.0,0.2,1.0,1.0
